file_name,text
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam10.mp4,a person standing in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam05.mp4,a man riding a skateboard in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam04.mp4,a man is skateboarding in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam02.mp4,a man is walking in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam09.mp4,a person walking in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2783/videos/cam07.mp4,a man walking in a parking lot
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam08.mp4,a man bending over to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam06.mp4,a man bending over to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam01.mp4,a street with a parking meter on it
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam03.mp4,a man in a suit is bending over a puddle
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam10.mp4,a man is bending down to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam05.mp4,a man bending over to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam04.mp4,a skateboarder is doing a trick on a street
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam02.mp4,a man bending over to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam09.mp4,a man bending over to pick up a water bottle
MultiCamVideo/train/f35_aperture2.4/scene297/videos/cam07.mp4,a man bending over to pick up a skateboard
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam08.mp4,a woman is standing on a patio with a frisbee
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam06.mp4,a woman is pointing at something in the distance
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam01.mp4,a woman is holding a frisbee in front of a bench
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam03.mp4,a woman is pointing at something in the distance
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam10.mp4,a woman is standing on a bench with her hands outstretched
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam05.mp4,a woman is pointing at something in the distance
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam04.mp4,a woman is standing in front of a bench
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam02.mp4,a young boy is sitting on a bench in front of a park
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam09.mp4,a man is standing next to a bench in front of a fence
MultiCamVideo/train/f35_aperture2.4/scene1195/videos/cam07.mp4,a woman is standing on a bench with her hands outstretched
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam08.mp4,a person is skateboarding on a street corner
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam06.mp4,a man is skateboarding on the street at night
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam01.mp4,a man is skateboarding on a street corner
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam03.mp4,a man is skateboarding on the street
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam10.mp4,a man is skateboarding on a street corner
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam05.mp4,a man is skateboarding on a street at night
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam04.mp4,a man is skateboarding on a street corner
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam02.mp4,a man is standing on the street with a frisbee
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam09.mp4,a man is skateboarding on the street at night
MultiCamVideo/train/f35_aperture2.4/scene299/videos/cam07.mp4,a man in a yellow hoodie is standing on a street corner
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam08.mp4,a man is standing in a warehouse with his hands up
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam06.mp4,a man in blue shirt standing in an empty warehouse
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam01.mp4,a man is standing in front of a building with a baseball bat
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam03.mp4,a man is standing in the middle of a parking lot
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam10.mp4,a man is standing in a warehouse with his arms outstretched
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam05.mp4,a man is standing in front of a warehouse
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam04.mp4,a warehouse with crates and barrels in the background
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam02.mp4,a man is standing in front of a warehouse
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam09.mp4,a man is standing in the middle of a warehouse
MultiCamVideo/train/f35_aperture2.4/scene568/videos/cam07.mp4,a man is standing in the middle of a parking lot
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam08.mp4,a woman in pink hair standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam06.mp4,a woman with pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam01.mp4,a woman with pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam03.mp4,a woman with pink hair standing in the dirt
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam10.mp4,a woman in pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam05.mp4,a woman with pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam04.mp4,a woman with pink hair standing in the middle of a dirt road
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam02.mp4,a woman with pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam09.mp4,a woman with pink hair standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2915/videos/cam07.mp4,a woman with pink hair standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam08.mp4,a man is standing on the street in a city
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam06.mp4,a man in a hoodie is dancing on the street
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam01.mp4,a man is crossing the street in front of a building
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam03.mp4,a man is walking down the street in a city
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam10.mp4,a man is walking on a street
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam05.mp4,a man is dancing on the street in a video game
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam04.mp4,a man is standing in the middle of a street
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam02.mp4,a man is crossing the street in front of a building
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam09.mp4,a man is standing on the street at night
MultiCamVideo/train/f35_aperture2.4/scene361/videos/cam07.mp4,a street with a stop light and a building
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam08.mp4,a man in a white shirt is running on the street
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam06.mp4,a man running on the street with a tennis racket
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam01.mp4,a man in a suit is walking down a street
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam03.mp4,a man running in front of a factory building
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam10.mp4,a man is running in front of a factory
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam05.mp4,a man in blue shorts running on the street
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam04.mp4,a man running in front of a factory building
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam02.mp4,a man is running on the street in front of a building
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam09.mp4,a man in a white shirt is running on the street
MultiCamVideo/train/f35_aperture2.4/scene201/videos/cam07.mp4,a man in a white shirt is running in the street
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam08.mp4,a man is throwing a frisbee in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam06.mp4,a woman in a blue shirt is standing in front of a yellow house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam01.mp4,a woman is holding a gun in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam03.mp4,a woman is playing with a frisbee in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam10.mp4,a man in a blue shirt is standing in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam05.mp4,a woman is playing with a frisbee in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam04.mp4,a man is standing in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam02.mp4,a woman is standing on a street corner with a phone
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam09.mp4,a woman is standing in front of a house
MultiCamVideo/train/f35_aperture2.4/scene1368/videos/cam07.mp4,a woman in a blue shirt is standing in front of a fence
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam08.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam06.mp4,a man in a red shirt is holding up his hands
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam01.mp4,a man is pointing at a rock in the desert
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam03.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam10.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam05.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam04.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam02.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam09.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene1873/videos/cam07.mp4,a man in a red shirt is standing on a rock
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam08.mp4,a man in a yellow shirt is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam06.mp4,a man in a yellow shirt is standing next to barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam01.mp4,a man in a yellow shirt standing next to barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam03.mp4,a man in a yellow shirt is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam10.mp4,a man in a yellow shirt is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam05.mp4,a man in a yellow shirt is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam04.mp4,a man is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam02.mp4,a brick building with a metal roof and a brick wall
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam09.mp4,a man in a yellow shirt is standing next to some barrels
MultiCamVideo/train/f35_aperture2.4/scene3048/videos/cam07.mp4,a man in a yellow shirt is holding a bottle
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam08.mp4,a man is standing in front of a cabin
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam06.mp4,a man standing in front of a cabin in the snow
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam01.mp4,a screenshot of a video game with a small house in the background
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam03.mp4,a man in a yellow and grey sweatshirt standing in front of some rocks
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam10.mp4,a screenshot of a video game with a man in the woods
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam05.mp4,a man standing in front of a wooden house
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam04.mp4,a man standing in front of a wooden house
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam02.mp4,a screenshot of a video game with a person in the background
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam09.mp4,a man standing in front of a cabin in a video game
MultiCamVideo/train/f35_aperture2.4/scene2849/videos/cam07.mp4,a man in a yellow sweater is standing in front of a wooden house
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam08.mp4,a person bending over to pick up something on the ground
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam06.mp4,a person bending over to pick up a rock
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam01.mp4,a woman bending over to pick up a frisbee
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam03.mp4,a person bending over to pick up a frisbee
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam10.mp4,a man bending over a stone wall
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam05.mp4,a man bending over to pick up a rock
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam04.mp4,a man bending over to pick up a rock
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam02.mp4,a woman bending over to pick up something on the ground
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam09.mp4,a person bending down to pick up a frisbee
MultiCamVideo/train/f35_aperture2.4/scene3288/videos/cam07.mp4,a man bending over to pick up a rock
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam08.mp4,a woman walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam06.mp4,a woman walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam01.mp4,a woman walking down a cobblestone street in a city
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam03.mp4,a woman walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam10.mp4,a woman walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam05.mp4,a woman in yellow shirt is walking down a street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam04.mp4,a woman walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam02.mp4,a woman walking down a street in a city
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam09.mp4,a woman walking down a cobblestone street in a rainy city
MultiCamVideo/train/f35_aperture2.4/scene2496/videos/cam07.mp4,a woman is walking down a cobblestone street
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam08.mp4,a man in a black shirt is standing on some steps
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam06.mp4,a man standing on a set of steps with his hands outstretched
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam01.mp4,a man is standing on the steps of a gazebo
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam03.mp4,a man is standing on a set of steps in front of a gazebo
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam10.mp4,a man is standing on a wooden platform in a park
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam05.mp4,a man in a black shirt is standing on some steps
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam04.mp4,a man standing on a stage with his hands outstretched
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam02.mp4,a man is standing on a set of steps in front of a gazebo
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam09.mp4,a man is standing on a skateboard in front of a gazebo
MultiCamVideo/train/f35_aperture2.4/scene1031/videos/cam07.mp4,a man is standing on a wooden platform in a park
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam08.mp4,a man in shorts and a white shirt standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam06.mp4,a yellow train is parked in front of a building
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam01.mp4,a man in shorts and a white sweater standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam03.mp4,a man in shorts and a white shirt standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam10.mp4,a man in shorts and a white sweater is standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam05.mp4,a man in shorts and a white sweater is standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam04.mp4,a man in shorts and a white shirt standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam02.mp4,a man in shorts and a white shirt is standing on a street
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam09.mp4,a man in shorts and a white shirt is standing on a basketball court
MultiCamVideo/train/f35_aperture2.4/scene2938/videos/cam07.mp4,a man in shorts and a white sweater standing in front of a train
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam08.mp4,a woman in a pink sweater is on the ground
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam06.mp4,a woman in a pink sweater is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam01.mp4,a woman sitting on a bench with a plant
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam03.mp4,a potted plant sits on a balcony next to a window
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam10.mp4,a woman in a pink sweater is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam05.mp4,a woman in a pink sweater is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam04.mp4,a woman in a pink sweater is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam02.mp4,a woman in a pink sweater and black boots is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam09.mp4,a woman in a pink sweater is holding a skateboard
MultiCamVideo/train/f35_aperture2.4/scene1023/videos/cam07.mp4,a woman in a pink sweater is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam08.mp4,a woman is standing in a hallway with her hands up
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam06.mp4,a woman is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam01.mp4,a man is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam03.mp4,a woman in a red shirt is standing on a sidewalk
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam10.mp4,a woman is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam05.mp4,a woman is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam04.mp4,a woman is standing in a hallway with her arms outstretched
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam02.mp4,a woman in a purple shirt is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam09.mp4,a woman is standing in front of a building
MultiCamVideo/train/f35_aperture2.4/scene241/videos/cam07.mp4,a trash can sitting on the sidewalk next to a door
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam08.mp4,a man in a business suit standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam06.mp4,a man in a business suit is dancing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam01.mp4,a man in a suit dancing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam03.mp4,a man in a business suit standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam10.mp4,a man in a business suit standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam05.mp4,a man in a business suit is dancing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam04.mp4,a man in a business suit standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam02.mp4,a man in a business suit standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam09.mp4,a man in a suit is standing in an office
MultiCamVideo/train/f35_aperture2.4/scene1611/videos/cam07.mp4,a man in a brown shirt and black pants is dancing
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam08.mp4,a man standing in a room with a golden floor
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam06.mp4,a woman standing in front of a large room
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam01.mp4,a woman standing in front of a large building
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam03.mp4,a person standing in front of a large building
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam10.mp4,a woman standing in front of a golden structure
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam05.mp4,a man standing in front of a large golden structure
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam04.mp4,a man standing in front of a large building
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam02.mp4,a man standing in front of a large golden statue
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam09.mp4,a man standing in front of a large room with a gold and black pattern
MultiCamVideo/train/f35_aperture2.4/scene834/videos/cam07.mp4,a man standing in front of a large room with gold walls
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam08.mp4,a man is standing in an office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam06.mp4,a man is standing in an office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam01.mp4,a man is standing in an open office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam03.mp4,a man is standing in an open office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam10.mp4,a man is standing in an open office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam05.mp4,a man is standing in an office with his hands up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam04.mp4,a man is standing in an open office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam02.mp4,a man is standing in an office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam09.mp4,a man is standing in an open office with his arms up
MultiCamVideo/train/f35_aperture2.4/scene1663/videos/cam07.mp4,a man is standing in an office with his hands up
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam08.mp4,a woman in a purple dress standing in front of a window
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam06.mp4,a woman in a purple shirt is doing a yoga pose
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam01.mp4,a woman in a purple shirt is doing a dance in a room
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam03.mp4,a woman in a purple shirt is doing a dance
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam10.mp4,a woman in a purple shirt is doing yoga in a room
MultiCamVideo/train/f35_aperture2.4/scene1042/videos/cam05.mp4,a young girl is doing yoga in a room with windows
